4000172;Бионт;1;2;4;3;6;2;3;3;4;2;8;11;2;8;4;4;6;6;6;2;6;6;4;12;9;14;10;10;9;8;6;9;10;9;5;6;4;4;9;4;6;7;4;5;7;12;6;8;4;4;3;3;4;6;8;7;5;6;11;19;3;10;11;15;14;18;14;4;14;7;1;11
4000173;ГармПлюс;6;11;15;13;11;7;11;12;21;29;38;26;20;16;19;20;12;16;23;23;27;29;29;33;20;26;30;21;16;16;14;17;21;19;23;23;25;22;22;20;17;10;22;25;23;30;28;30;19;21;21;15;17;15;19;15;24;24;16;24;16;15;10;12;6;4;8;9;14;4;6;7
4000176;ЯЯДега.RU;2;2;2;;3;3;3;7;;1;8;12;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000178;Диалог;6;6;4;11;3;7;5;12;7;13;9;9;3;4;5;4;8;4;6;5;11;8;9;17;12;9;12;8;7;11;3;5;6;8;7;8;7;2;7;4;4;4;5;2;3;4;5;9;4;3;7;9;3;8;4;1;3;2;1;1;;;1;4;;1;;4;2;;;1
4000181;Компьютерные решения;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;5;;1;2;3;5;4;4;4;3;;1;1;2;;;2;2;2;3;;
4000184;Караван;;;;;;;;;1;;;3;1;1;1;1;1;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;3;3;3;3;3;4;4;2;;2;1;;2;1;;2;1;2;2;1;;;1
4000186;Контраст;3;11;6;7;5;4;6;5;7;5;4;5;6;5;4;3;6;4;5;9;3;3;7;6;4;5;4;6;8;6;5;10;9;14;18;23;5;11;11;10;10;8;8;8;8;9;12;10;9;15;18;10;9;11;10;14;13;12;5;7;5;5;8;5;4;6;4;5;5;6;6;4
4000188;КТТ;9;8;13;17;5;8;14;8;8;15;9;12;8;16;13;9;15;19;12;11;11;20;14;32;8;13;26;22;20;5;12;13;10;16;25;36;13;19;19;18;29;13;26;12;7;8;7;7;4;4;9;4;5;7;7;5;12;13;6;13;3;8;8;7;5;4;14;10;10;8;8;19
4000189;Лоис;;5;4;1;1;5;10;3;8;5;11;7;;2;3;3;1;2;2;4;9;5;3;2;;;1;3;2;;;3;11;4;6;9;2;4;4;5;3;4;2;1;5;5;5;3;1;2;1;2;1;1;1;2;3;2;4;5;;2;;;;1;1;1;1;1;1;1
4000192;К-Мастерская;;1;2;;;;;;;;1;;;3;;3;2;1;1;;;;1;2;1;;1;;2;;;7;;;2;4;;3;;1;;;1;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;
4000199;ЯЯКомпАс;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000202;Пермкард;;1;;;;1;;;1;;;;;2;;4;;1;2;;;;1;;3;2;;2;;;1;;;;2;1;;;3;;;1;;;;1;;1;;;2;;;;1;;1;;;;;2;;;;;;;;;;
4000203;Корона;2;1;1;1;1;;1;2;1;2;1;4;3;;1;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000205;Ремянников В.Г.;;;;;1;3;3;2;1;6;4;9;;1;1;2;1;;;;;;;1;;;;;1;1;;;;;;3;;;;1;1;;1;;;;1;4;;;;;;;;;1;;1;4;;1;;;;;;;;;;
4000220;Юлекс;1;2;4;3;3;2;2;5;4;5;10;3;3;3;5;4;3;3;7;2;5;12;8;5;3;5;9;10;12;9;10;12;14;13;12;19;10;16;11;13;9;10;6;14;8;18;11;16;7;4;9;15;4;5;6;8;7;12;8;8;;5;1;3;5;3;5;5;5;3;5;3
4000253;ЯЯВирта;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000254;Контур;2;3;2;1;1;3;;1;1;;;;;;;;;;1;;;;;;;;;;;1;1;;1;;1;;;1;1;;;;;;;;;1;;;;;;;1;1;;;1;;1;1;1;1;;;;;;;;
